date,close,open,high,low
2024-08-23,17877.79,17772.73,17941.27,17700.27
2024-08-26,17725.76,17867.85,17909.09,17645.69
2024-08-27,17754.82,17655.52,17789.72,17573.37
2024-08-28,17556.03,17738.80,17759.94,17439.40
2024-08-29,17516.43,17610.57,17789.21,17482.60
2024-08-30,17713.62,17650.49,17720.37,17498.79
2024-09-03,17136.30,17585.45,17585.45,17057.79
2024-09-04,17084.30,17015.71,17232.65,16984.67
2024-09-05,17127.66,17063.24,17295.58,17035.07
2024-09-06,16690.83,17137.62,17166.54,16668.57
2024-09-09,16884.60,16835.67,16923.28,16732.83
2024-09-10,17025.88,17025.49,17036.07,16801.13
2024-09-11,17395.53,17061.41,17420.23,16787.84
2024-09-12,17569.68,17413.89,17605.72,17338.32
2024-09-13,17683.98,17575.26,17719.14,17564.61
2024-09-16,17592.13,17573.70,17618.40,17480.66
2024-09-17,17628.06,17707.02,17781.74,17544.64
2024-09-18,17573.30,17663.38,17832.70,17556.42
2024-09-19,18013.98,17980.89,18099.93,17909.75
2024-09-20,17948.32,17999.35,18024.34,17835.64
2024-09-23,17974.27,17994.91,18021.58,17936.37
2024-09-24,18074.52,18046.44,18091.96,17863.38
2024-09-25,18082.21,18050.36,18155.03,18040.62
2024-09-26,18190.29,18327.34,18327.34,18071.74
2024-09-27,18119.59,18228.78,18238.28,18069.18
2024-09-30,18189.17,18069.83,18198.16,17997.56
2024-10-01,17910.36,18154.94,18162.72,17779.77
2024-10-02,17925.12,17867.12,17978.57,17767.79
2024-10-03,17918.48,17859.49,18011.25,17826.42
2024-10-04,18137.85,18130.42,18145.28,17952.30
2024-10-07,17923.90,18080.11,18096.33,17900.04
2024-10-08,18182.92,18017.93,18203.04,17989.70
2024-10-09,18291.62,18179.22,18302.05,18133.02
2024-10-10,18282.05,18200.62,18333.39,18154.18
2024-10-11,18342.94,18217.73,18375.53,18208.44
2024-10-14,18502.69,18426.66,18547.92,18423.60
2024-10-15,18315.59,18515.97,18564.25,18252.52
2024-10-16,18367.08,18333.29,18383.11,18214.96
2024-10-17,18373.61,18537.21,18541.46,18368.79
2024-10-18,18489.55,18466.00,18524.33,18452.58
2024-10-21,18540.00,18456.48,18543.58,18377.62
2024-10-22,18573.13,18451.86,18620.71,18413.47
2024-10-23,18276.65,18502.06,18509.19,18146.61
2024-10-24,18415.49,18384.15,18435.37,18305.42
2024-10-25,18518.61,18512.58,18690.01,18487.06
2024-10-28,18567.19,18648.25,18671.01,18563.02
2024-10-29,18712.75,18576.09,18753.19,18509.59
2024-10-30,18607.93,18731.69,18785.49,18598.24
2024-10-31,18095.15,18427.31,18427.31,18083.95
2024-11-01,18239.92,18189.67,18363.94,18181.53
2024-11-04,18179.98,18220.43,18308.30,18112.83
2024-11-05,18439.17,18250.71,18449.67,18250.71
2024-11-06,18983.47,18772.76,19000.50,18730.21
2024-11-07,19269.46,19084.43,19301.70,19084.43
2024-11-08,19286.78,19255.14,19318.56,19224.43
2024-11-11,19298.76,19355.34,19366.07,19193.29
2024-11-12,19281.40,19289.81,19343.05,19168.52
2024-11-13,19230.73,19286.46,19358.48,19191.13
2024-11-14,19107.65,19256.09,19275.80,19073.39
2024-11-15,18680.12,18929.92,18936.75,18598.87
2024-11-18,18791.81,18717.93,18865.28,18672.30
2024-11-19,18987.47,18699.70,18992.08,18689.83
2024-11-20,18966.14,18971.31,18974.91,18724.39
2024-11-21,18972.42,19072.78,19110.89,18714.06
2024-11-22,19003.65,18966.32,19025.77,18899.48
2024-11-25,19054.83,19140.59,19208.68,18969.35
2024-11-26,19175.58,19109.08,19184.40,19100.73
2024-11-27,19060.48,19132.99,19133.11,18937.20
2024-11-29,19218.17,19087.47,19245.49,19066.52
2024-12-02,19403.95,19255.42,19436.92,19255.42
2024-12-03,19480.91,19364.34,19486.15,19340.41
2024-12-04,19735.12,19587.48,19741.76,19575.40
2024-12-05,19700.72,19756.40,19790.03,19688.59
2024-12-06,19859.77,19743.96,19863.14,19734.42
2024-12-09,19736.69,19824.09,19872.79,19698.05
2024-12-10,19687.24,19796.39,19887.08,19641.34
2024-12-11,20034.89,19832.96,20055.93,19830.64
2024-12-12,19902.84,19947.34,20018.24,19897.38
2024-12-13,19926.72,19995.18,20061.65,19817.47
2024-12-16,20173.89,20016.12,20204.58,19988.12
2024-12-17,20109.06,20095.62,20148.83,20004.73
2024-12-18,19392.69,20114.98,20179.77,19336.59
2024-12-19,19372.77,19565.66,19623.02,19357.76
2024-12-20,19572.60,19190.04,19758.61,19168.38
2024-12-23,19764.89,19641.05,19772.09,19504.68
2024-12-24,20031.13,19818.48,20031.13,19813.76
2024-12-26,20020.36,19979.25,20070.08,19888.11
2024-12-27,19722.03,19896.77,19904.77,19553.40
2024-12-30,19486.78,19460.41,19622.93,19342.51
2024-12-31,19310.79,19551.36,19563.72,19283.41
2025-01-02,19280.79,19403.90,19517.87,19117.59
2025-01-03,19621.68,19395.51,19638.66,19379.57
2025-01-06,19864.98,19851.99,20007.95,19784.99
2025-01-07,19489.68,19938.08,19940.21,19421.02
2025-01-08,19478.88,19469.36,19544.50,19308.54
2025-01-10,19161.63,19312.26,19315.11,19018.75
2025-01-13,19088.10,18903.66,19099.97,18831.91
2025-01-14,19044.39,19207.75,19273.14,18926.60
2025-01-15,19511.23,19350.31,19548.90,19299.32
2025-01-16,19338.29,19573.87,19579.85,19335.68
2025-01-17,19630.20,19655.55,19709.64,19543.32
2025-01-21,19756.78,19734.39,19789.62,19551.17
2025-01-22,20009.34,19903.05,20068.52,19903.05
2025-01-23,20053.68,19906.99,20053.68,19892.55
2025-01-24,19954.30,20087.10,20118.61,19897.13
2025-01-27,19341.83,19234.04,19514.35,19204.95
2025-01-28,19733.59,19418.22,19759.43,19294.62
2025-01-29,19632.32,19695.68,19699.82,19479.51
2025-01-30,19681.75,19697.52,19785.79,19483.83
2025-01-31,19627.44,19832.33,19969.17,19575.21
2025-02-03,19391.96,19215.37,19502.13,19141.15
2025-02-04,19654.01,19422.17,19666.44,19408.18
2025-02-05,19692.33,19533.05,19696.94,19498.90
2025-02-06,19791.99,19725.83,19793.36,19654.11
2025-02-07,19523.40,19774.87,19862.55,19489.36
2025-02-10,19714.27,19668.18,19772.04,19650.79
2025-02-11,19643.86,19602.11,19731.93,19579.77
2025-02-12,19649.95,19436.51,19682.51,19415.48
2025-02-13,19945.64,19696.92,19952.17,19675.87
2025-02-14,20026.77,19956.82,20045.76,19932.15
2025-02-18,20041.26,20090.55,20110.11,19909.74
2025-02-19,20056.25,19994.50,20099.39,19928.89
2025-02-20,19962.36,20029.19,20041.15,19795.02
2025-02-21,19524.01,20006.69,20016.66,19510.91
2025-02-24,19286.92,19590.85,19644.23,19275.46
2025-02-25,19026.39,19242.61,19256.35,18871.52
2025-02-26,19075.26,19109.32,19286.02,18966.45
2025-02-27,18544.42,19212.36,19242.69,18535.22
2025-02-28,18847.28,18477.17,18861.33,18372.99
2025-03-03,18350.19,18923.36,18992.30,18216.63
2025-03-04,18285.16,18176.43,18589.49,17956.60
2025-03-05,18552.73,18312.97,18604.47,18144.73
2025-03-06,18069.26,18204.53,18439.24,17980.39
2025-03-07,18196.22,18029.85,18243.58,17768.59
2025-03-10,17468.32,17840.32,17868.07,17291.82
2025-03-11,17436.10,17443.09,17687.40,17238.24
2025-03-12,17648.45,17711.41,17800.10,17436.27
2025-03-13,17303.01,17598.56,17621.91,17239.44
2025-03-14,17754.09,17523.30,17773.48,17491.08
2025-03-17,17808.66,17722.55,17925.94,17645.87
2025-03-18,17504.12,17662.57,17682.92,17431.67
2025-03-19,17750.79,17590.12,17917.54,17533.94
2025-03-20,17691.63,17586.06,17903.20,17576.82
2025-03-21,17784.05,17519.84,17798.06,17474.81
2025-03-24,18188.59,18046.18,18210.05,18030.68
2025-03-25,18271.86,18207.97,18281.13,18170.42
2025-03-26,17899.01,18217.33,18236.55,17837.26
2025-03-27,17804.03,17811.24,17988.02,17743.80
2025-03-28,17322.99,17722.09,17763.28,17283.06
2025-03-31,17299.29,17045.44,17334.98,16854.37
2025-04-01,17449.89,17221.55,17506.58,17149.36
2025-04-02,17601.05,17207.01,17716.52,17181.27
2025-04-03,16550.61,16790.53,16889.34,16533.04
2025-04-04,15587.79,16045.60,16128.16,15575.68
2025-04-07,15603.26,14978.03,16292.28,14784.03
2025-04-08,15267.91,16181.04,16316.51,15053.39
2025-04-09,17124.97,15295.44,17202.94,15270.28
2025-04-10,16387.31,16635.45,16712.37,15894.26
2025-04-11,16724.46,16358.53,16753.41,16228.04
2025-04-14,16831.48,17120.44,17136.55,16661.26
2025-04-15,16823.17,16842.39,16979.96,16753.22
2025-04-16,16307.16,16499.69,16600.36,16066.46
2025-04-17,16286.45,16399.97,16408.51,16181.17
2025-04-21,15870.90,16052.76,16066.79,15685.33
2025-04-22,16300.42,16079.94,16410.56,16038.73
2025-04-23,16708.05,16880.29,17029.86,16642.66
2025-04-24,17166.04,16754.76,17174.35,16744.97
2025-04-25,17382.94,17182.11,17404.49,17110.72
2025-04-28,17366.13,17390.93,17467.35,17128.71
2025-04-29,17461.32,17270.76,17500.41,17256.20
2025-04-30,17446.34,17099.98,17483.82,16959.53
2025-05-01,17710.74,17793.14,17922.83,17688.10
2025-05-02,17977.73,17868.76,18048.83,17812.05
2025-05-05,17844.24,17817.01,17965.64,17792.08
2025-05-06,17689.66,17623.21,17830.35,17592.88
2025-05-07,17738.16,17706.83,17820.30,17503.01
2025-05-08,17928.14,17920.15,18096.00,17776.00
2025-05-09,17928.92,18022.55,18068.90,17853.84
2025-05-12,18708.34,18674.55,18710.22,18472.71
2025-05-13,19010.08,18761.23,19065.96,18745.50
2025-05-14,19146.81,19074.72,19174.55,19023.61
2025-05-15,19112.32,19031.24,19207.22,18967.78
2025-05-16,19211.10,19151.54,19213.42,19038.48
2025-05-19,19215.46,18937.42,19227.22,18937.42
2025-05-20,19142.71,19132.06,19186.68,19015.63
2025-05-21,18872.64,19002.94,19241.41,18799.20
2025-05-22,18925.73,18888.05,19061.11,18840.34
2025-05-23,18737.21,18622.38,18841.52,18599.69
2025-05-27,19199.16,19014.44,19210.95,18961.69
2025-05-28,19100.94,19232.62,19276.83,19084.38
2025-05-29,19175.87,19389.39,19389.39,19091.54
2025-05-30,19113.77,19131.22,19157.78,18847.74
2025-06-02,19242.61,19063.06,19252.71,18985.30
2025-06-03,19398.96,19288.66,19459.28,19224.70
2025-06-04,19460.49,19434.94,19493.45,19359.09
2025-06-05,19298.45,19518.20,19610.51,19226.22
2025-06-06,19529.95,19526.99,19593.18,19464.84
2025-06-09,19591.24,19573.14,19637.56,19531.10
2025-06-10,19714.99,19620.11,19730.38,19539.09
2025-06-11,19615.88,19779.35,19800.46,19551.34
2025-06-12,19662.48,19578.87,19690.61,19553.56
2025-06-13,19406.83,19450.92,19591.87,19367.42
2025-06-16,19701.21,19550.75,19733.31,19550.75
2025-06-17,19521.09,19627.08,19666.56,19485.44
2025-06-18,19546.27,19526.92,19660.77,19489.56
2025-06-20,19447.41,19639.41,19696.11,19380.58
2025-06-23,19630.97,19427.01,19643.70,19334.98
2025-06-24,19912.53,19809.61,19946.72,19795.29
2025-06-25,19973.55,20013.95,20052.78,19918.08
2025-06-26,20167.91,20062.19,20187.15,19982.48
2025-06-27,20273.46,20217.26,20311.51,20095.05
2025-06-30,20369.73,20360.15,20418.31,20266.36
2025-07-01,20202.89,20290.61,20339.05,20105.42
2025-07-02,20393.13,20184.37,20397.22,20181.74
2025-07-03,20601.10,20497.66,20624.51,20480.22
2025-07-07,20412.52,20490.55,20511.82,20323.02
2025-07-08,20418.46,20466.93,20480.89,20377.35
2025-07-09,20611.34,20522.09,20645.41,20486.38
2025-07-10,20630.66,20636.48,20655.39,20495.14
2025-07-11,20585.53,20562.88,20647.98,20509.75
2025-07-14,20640.33,20592.56,20672.34,20492.63
2025-07-15,20677.80,20822.76,20836.04,20670.58
2025-07-16,20730.49,20717.81,20751.05,20507.06
2025-07-17,20885.65,20760.32,20911.83,20735.55
2025-07-18,20895.66,20959.57,20980.56,20846.12
2025-07-21,20974.17,20960.33,21077.37,20957.44
2025-07-22,20892.68,20982.21,20985.34,20750.90
2025-07-23,21020.02,20966.47,21023.85,20870.67
2025-07-24,21057.96,21083.82,21113.10,21001.68
2025-07-25,21108.32,21059.94,21159.80,21036.85
2025-07-28,21178.58,21176.40,21202.18,21122.12
2025-07-29,21098.29,21286.73,21303.96,21081.69
2025-07-30,21129.67,21140.40,21230.88,21016.92
2025-07-31,21122.45,21457.48,21457.48,21078.67
2025-08-01,20650.13,20830.64,20865.63,20560.17
2025-08-04,21053.58,20853.91,21055.24,20833.86
2025-08-05,20916.55,21092.10,21138.72,20893.29
2025-08-06,21169.42,20955.22,21183.88,20937.49
2025-08-07,21242.70,21325.01,21408.15,21090.05
2025-08-08,21450.02,21316.37,21464.53,21284.97
2025-08-11,21385.40,21459.65,21549.73,21346.62
2025-08-12,21681.90,21507.44,21689.68,21386.25
2025-08-13,21713.14,21764.55,21803.75,21645.14
2025-08-14,21710.67,21649.21,21766.29,21627.13
2025-08-15,21622.98,21709.34,21716.18,21567.46
2025-08-18,21629.77,21616.82,21651.50,21559.33
2025-08-19,21314.95,21607.45,21610.24,21277.71
2025-08-20,21172.86,21269.67,21269.67,20905.99
2025-08-21,21100.31,21112.52,21198.76,21013.53
2025-08-22,21496.53,21139.83,21545.43,21092.35
2025-08-25,21449.29,21466.47,21572.18,21400.08
2025-08-26,21544.27,21443.63,21550.92,21389.10
2025-08-27,21590.14,21526.33,21616.17,21476.30
2025-08-28,21705.16,21619.27,21742.46,21534.94
2025-08-29,21455.55,21630.33,21631.15,21397.98
2025-09-02,21279.63,21086.58,21293.69,21033.05
2025-09-03,21497.73,21461.63,21553.98,21370.98
2025-09-04,21707.69,21539.91,21711.96,21469.40
2025-09-05,21700.39,21860.44,21878.81,21534.73
2025-09-08,21798.70,21806.22,21885.62,21776.24
2025-09-09,21879.49,21858.17,21891.42,21731.48
2025-09-10,21886.06,21980.60,22000.97,21810.84
2025-09-11,22043.07,21977.51,22059.71,21908.81
2025-09-12,22141.10,22078.63,22182.34,22031.62
2025-09-15,22348.75,22243.20,22352.25,22233.00
2025-09-16,22333.96,22397.50,22397.50,22308.78
2025-09-17,22261.33,22333.02,22339.54,22058.92
2025-09-18,22470.73,22439.11,22540.93,22358.49
2025-09-19,22631.48,22554.32,22645.11,22497.71
2025-09-22,22788.98,22606.59,22801.90,22590.86
2025-09-23,22573.47,22782.72,22785.13,22539.04
2025-09-24,22497.85,22656.02,22657.45,22397.00
2025-09-25,22384.70,22318.77,22456.78,22185.87
2025-09-26,22484.07,22403.27,22488.18,22285.44
2025-09-29,22591.15,22605.30,22704.90,22536.06
2025-09-30,22660.01,22580.36,22671.39,22493.96
2025-10-01,22755.16,22530.95,22782.58,22516.74
2025-10-02,22844.05,22885.90,22900.60,22729.75
2025-10-03,22780.51,22886.16,22925.43,22695.82
2025-10-06,22941.67,22894.35,22991.72,22827.56
2025-10-07,22788.36,22972.37,23006.07,22718.76
2025-10-08,23043.38,22852.32,23045.14,22845.42
2025-10-09,23024.63,23045.33,23062.62,22899.16
2025-10-10,22204.43,23043.52,23119.91,22193.07
2025-10-13,22694.61,22578.67,22718.75,22499.49
2025-10-14,22521.70,22388.04,22691.07,22213.73
2025-10-15,22670.08,22738.50,22841.69,22427.79
