date,dxy
2024-01-24,103.24
2024-01-25,103.57
2024-01-26,103.47
2024-01-29,103.61
2024-01-30,103.4
2024-01-31,103.27
2024-02-01,103.05
2024-02-02,103.92
2024-02-05,104.45
2024-02-06,104.18
2024-02-07,104.04
2024-02-08,104.15
2024-02-09,104.08
2024-02-12,104.17
2024-02-13,104.96
2024-02-14,104.72
2024-02-15,104.3
2024-02-16,104.28
2024-02-20,104.08
2024-02-21,104.01
2024-02-22,103.96
2024-02-23,103.94
2024-02-26,103.83
2024-02-27,103.83
2024-02-28,103.98
2024-02-29,104.16
2024-03-01,103.86
2024-03-04,103.83
2024-03-05,103.8
2024-03-06,103.37
2024-03-07,102.82
2024-03-08,102.74
2024-03-11,102.87
2024-03-12,102.96
2024-03-13,102.79
2024-03-14,103.36
2024-03-15,103.43
2024-03-18,103.58
2024-03-19,103.81
2024-03-20,103.41
2024-03-21,104
2024-03-22,104.43
2024-03-25,104.23
2024-03-26,104.29
2024-03-27,104.35
2024-03-28,104.55
2024-04-01,105.02
2024-04-02,104.82
2024-04-03,104.25
2024-04-04,104.12
2024-04-05,104.3
2024-04-08,104.14
2024-04-09,104.15
2024-04-10,105.25
2024-04-11,105.28
2024-04-12,106.04
2024-04-15,106.21
2024-04-16,106.26
2024-04-17,105.95
2024-04-18,106.15
2024-04-19,106.15
2024-04-22,106.08
2024-04-23,105.69
2024-04-24,105.86
2024-04-25,105.6
2024-04-26,105.94
2024-04-29,105.58
2024-04-30,106.22
2024-05-01,105.76
2024-05-02,105.3
2024-05-03,105.03
2024-05-06,105.05
2024-05-07,105.41
2024-05-08,105.55
2024-05-09,105.23
2024-05-10,105.31
2024-05-13,105.22
2024-05-14,105.01
2024-05-15,104.35
2024-05-16,104.46
2024-05-17,104.45
2024-05-20,104.57
2024-05-21,104.66
2024-05-22,104.94
2024-05-23,105.11
2024-05-24,104.72
2024-05-28,104.61
2024-05-29,105.1
2024-05-30,104.72
2024-05-31,104.67
2024-06-03,104.14
2024-06-04,104.11
2024-06-05,104.27
2024-06-06,104.1
2024-06-07,104.89
2024-06-10,105.15
2024-06-11,105.23
2024-06-12,104.65
2024-06-13,105.2
2024-06-14,105.55
2024-06-17,105.32
2024-06-18,105.26
2024-06-20,105.59
2024-06-21,105.8
2024-06-24,105.47
2024-06-25,105.61
2024-06-26,106.05
2024-06-27,105.91
2024-06-28,105.87
2024-07-01,105.9
2024-07-02,105.72
2024-07-03,105.4
2024-07-05,104.88
2024-07-08,105.01
2024-07-09,105.12
2024-07-10,105.05
2024-07-11,104.44
2024-07-12,104.09
2024-07-15,104.19
2024-07-16,104.27
2024-07-17,103.75
2024-07-18,104.17
2024-07-19,104.4
2024-07-22,104.31
2024-07-23,104.45
2024-07-24,104.39
2024-07-25,104.36
2024-07-26,104.32
2024-07-29,104.56
2024-07-30,104.55
2024-07-31,104.1
2024-08-01,104.42
2024-08-02,103.21
2024-08-05,102.69
2024-08-06,102.97
2024-08-07,103.2
2024-08-08,103.21
2024-08-09,103.14
2024-08-12,103.14
2024-08-13,102.56
2024-08-14,102.57
2024-08-15,102.98
2024-08-16,102.46
2024-08-19,101.89
2024-08-20,101.44
2024-08-21,101.04
2024-08-22,101.51
2024-08-23,100.72
2024-08-26,100.85
2024-08-27,100.55
2024-08-28,101.09
2024-08-29,101.34
2024-08-30,101.7
2024-09-03,101.83
2024-09-04,101.36
2024-09-05,101.11
2024-09-06,101.18
2024-09-09,101.55
2024-09-10,101.63
2024-09-11,101.68
2024-09-12,101.37
2024-09-13,101.11
2024-09-16,100.76
2024-09-17,100.89
2024-09-18,100.6
2024-09-19,100.61
2024-09-20,100.72
2024-09-23,100.92
2024-09-24,100.37
2024-09-25,100.92
2024-09-26,100.56
2024-09-27,100.42
2024-09-30,100.78
2024-10-01,101.19
2024-10-02,101.68
2024-10-03,101.99
2024-10-04,102.52
2024-10-07,102.54
2024-10-08,102.55
2024-10-09,102.93
2024-10-10,102.99
2024-10-11,102.89
2024-10-14,103.3
2024-10-15,103.26
2024-10-16,103.59
2024-10-17,103.83
2024-10-18,103.49
2024-10-21,104.01
2024-10-22,104.08
2024-10-23,104.43
2024-10-24,104.06
2024-10-25,104.26
2024-10-28,104.32
2024-10-29,104.28
2024-10-30,103.99
2024-10-31,103.98
2024-11-01,104.28
2024-11-04,103.89
2024-11-05,103.42
2024-11-06,105.09
2024-11-07,104.51
2024-11-08,105
2024-11-11,105.54
2024-11-12,106.02
2024-11-13,106.48
2024-11-14,106.67
2024-11-15,106.69
2024-11-18,106.28
2024-11-19,106.21
2024-11-20,106.68
2024-11-21,106.97
2024-11-22,107.49
2024-11-25,106.82
2024-11-26,107.01
2024-11-27,106.08
2024-11-29,105.74
2024-12-02,106.45
2024-12-03,106.37
2024-12-04,106.34
2024-12-05,105.71
2024-12-06,105.97
2024-12-09,106.15
2024-12-10,106.4
2024-12-11,106.71
2024-12-12,106.96
2024-12-13,107
2024-12-16,106.86
2024-12-17,106.96
2024-12-18,108.03
2024-12-19,108.41
2024-12-20,107.62
2024-12-23,108.04
2024-12-24,108.26
2024-12-26,108.13
2024-12-27,108
2024-12-30,108.13
2024-12-31,108.49
2025-01-02,109.39
2025-01-03,108.95
2025-01-06,108.26
2025-01-07,108.54
2025-01-08,109.09
2025-01-09,109.18
2025-01-10,109.65
2025-01-13,109.96
2025-01-14,109.27
2025-01-15,109.09
2025-01-16,108.96
2025-01-17,109.35
2025-01-21,108.06
2025-01-22,108.17
2025-01-23,108.05
2025-01-24,107.44
2025-01-27,107.34
2025-01-28,107.87
2025-01-29,108
2025-01-30,107.8
2025-01-31,108.37
2025-02-03,108.99
2025-02-04,107.96
2025-02-05,107.58
2025-02-06,107.69
2025-02-07,108.04
2025-02-10,108.32
2025-02-11,107.96
2025-02-12,107.94
2025-02-13,107.31
2025-02-14,106.57
2025-02-18,107.05
2025-02-19,107.17
2025-02-20,106.34
2025-02-21,106.61
2025-02-24,106.6
2025-02-25,106.31
2025-02-26,106.42
2025-02-27,107.24
2025-02-28,107.61
2025-03-03,106.75
2025-03-04,105.74
2025-03-05,105.74
2025-03-06,104.06
2025-03-07,103.84
2025-03-10,103.91
2025-03-11,103.44
2025-03-12,103.61
2025-03-13,103.83
2025-03-14,103.72
2025-03-17,103.37
2025-03-18,103.24
2025-03-19,103.43
2025-03-20,103.85
2025-03-21,104.09
2025-03-24,104.26
2025-03-25,104.18
2025-03-26,104.55
2025-03-27,104.07
2025-03-28,104.04
2025-03-31,104.21
2025-04-01,104.26
2025-04-02,103.81
2025-04-03,102.07
2025-04-04,103.02
2025-04-07,103.26
2025-04-08,102.96
2025-04-09,102.9
2025-04-10,100.87
2025-04-11,99.78
2025-04-14,99.64
2025-04-15,100.22
2025-04-16,99.38
2025-04-17,99.38
2025-04-21,98.28
2025-04-22,98.92
2025-04-23,99.84
2025-04-24,99.29
2025-04-25,99.47
2025-04-28,99.01
2025-04-29,99.24
2025-04-30,99.47
2025-05-01,100.25
2025-05-02,100
2025-05-05,99.83
2025-05-06,99.24
2025-05-07,99.61
2025-05-08,100.64
2025-05-09,100.34
2025-05-12,101.79
2025-05-13,101
2025-05-14,101.04
2025-05-15,100.88
2025-05-16,101.09
2025-05-19,100.43
2025-05-20,100.12
2025-05-21,99.56
2025-05-22,99.96
2025-05-23,99.11
2025-05-26,98.93
2025-05-27,99.52
2025-05-28,99.88
2025-05-29,99.28
2025-05-30,99.33
2025-06-02,98.7
2025-06-03,99.25
2025-06-04,98.79
2025-06-05,98.74
2025-06-06,99.19
2025-06-09,98.94
2025-06-10,99.05
2025-06-11,98.63
2025-06-12,97.92
2025-06-13,98.18
2025-06-16,98
2025-06-17,98.82
2025-06-18,98.91
2025-06-20,98.71
2025-06-23,98.42
2025-06-24,97.86
2025-06-25,97.68
2025-06-26,97.15
2025-06-27,97.4
2025-06-30,96.88
2025-07-01,96.82
2025-07-02,96.78
2025-07-03,97.18
2025-07-07,97.48
2025-07-08,97.51
2025-07-09,97.47
2025-07-10,97.65
2025-07-11,97.85
2025-07-14,98.08
2025-07-15,98.62
2025-07-16,98.39
2025-07-17,98.73
2025-07-18,98.48
2025-07-21,97.85
2025-07-22,97.39
2025-07-23,97.21
2025-07-24,97.38
2025-07-25,97.65
2025-07-28,98.66
2025-07-29,98.91
2025-07-30,99.94
2025-07-31,100.03
2025-08-01,98.69
2025-08-04,98.78
2025-08-05,98.78
2025-08-06,98.18
2025-08-07,98.4
2025-08-08,98.18
2025-08-11,98.52
2025-08-12,98.1
2025-08-13,97.84
2025-08-14,98.25
2025-08-15,97.85
2025-08-18,98.17
2025-08-19,98.27
2025-08-20,98.22
2025-08-21,98.62
2025-08-22,97.72
2025-08-25,98.43
2025-08-26,98.23
2025-08-27,98.23
2025-08-28,97.81
2025-08-29,97.77
2025-09-02,98.4
2025-09-03,98.14
2025-09-04,98.35
2025-09-05,97.77
2025-09-08,97.45
2025-09-09,97.79
2025-09-10,97.78
2025-09-11,97.54
2025-09-12,97.55
2025-09-15,97.3
2025-09-16,96.63
2025-09-17,96.87
2025-09-18,97.35
2025-09-19,97.64
2025-09-22,97.33
2025-09-23,97.26
2025-09-24,97.87
2025-09-25,98.55
2025-09-26,98.15
2025-09-29,97.91
2025-09-30,97.77
2025-10-01,97.71
2025-10-02,97.85
2025-10-03,97.72
2025-10-06,98.11
2025-10-07,98.58
2025-10-08,98.85
2025-10-09,99.54
2025-10-10,98.98
2025-10-13,99.27
2025-10-14,99.05
2025-10-15,98.79
2025-10-16,98.39
